timestamp,open,high,low,close
2025-06-02 06:00:00+07:00,2502.04,2525.23,2485.58,2525.23
2025-06-02 10:00:00+07:00,2522.18,2544.51,2516.53,2521.26
2025-06-02 14:00:00+07:00,2521.53,2546.6,2518.66,2538.06
2025-06-02 18:00:00+07:00,2537.09,2540.2,2496.68,2500.75
2025-06-02 22:00:00+07:00,2499.4,2507.2,2488.29,2506.13
2025-06-03 02:00:00+07:00,2505.94,2516.35,2479.03,2480.54
2025-06-03 06:00:00+07:00,2479.85,2543.9,2478.05,2543.9
2025-06-03 10:00:00+07:00,2542.14,2562.0,2530.6,2532.25
2025-06-03 14:00:00+07:00,2533.8,2615.09,2533.8,2615.09
2025-06-03 18:00:00+07:00,2613.16,2650.14,2601.85,2603.62
2025-06-03 22:00:00+07:00,2602.35,2616.79,2593.91,2610.17
2025-06-04 02:00:00+07:00,2610.99,2618.76,2604.06,2613.2
2025-06-04 06:00:00+07:00,2613.25,2652.99,2606.87,2638.45
2025-06-04 10:00:00+07:00,2642.4,2642.4,2609.67,2620.52
2025-06-04 14:00:00+07:00,2624.94,2624.94,2590.07,2592.58
2025-06-04 18:00:00+07:00,2592.97,2637.68,2589.33,2632.43
2025-06-04 22:00:00+07:00,2631.02,2631.93,2625.0,2627.69
2025-06-05 02:00:00+07:00,2627.55,2648.71,2627.55,2629.02
2025-06-05 06:00:00+07:00,2624.68,2667.39,2601.7,2665.26
2025-06-05 10:00:00+07:00,2663.75,2665.9,2628.6,2628.61
2025-06-05 14:00:00+07:00,2628.25,2628.25,2606.08,2612.18
2025-06-05 18:00:00+07:00,2609.87,2627.87,2608.46,2627.87
2025-06-05 22:00:00+07:00,2629.63,2630.75,2619.2,2619.2
2025-06-06 02:00:00+07:00,2619.58,2620.04,2591.5,2607.17
2025-06-06 06:00:00+07:00,2607.07,2638.0,2578.16,2598.59
2025-06-06 10:00:00+07:00,2600.09,2600.09,2547.02,2549.54
2025-06-06 14:00:00+07:00,2531.46,2533.05,2400.54,2421.13
2025-06-06 18:00:00+07:00,2421.34,2447.97,2404.82,2447.97
2025-06-06 22:00:00+07:00,2454.85,2467.46,2450.37,2454.09
2025-06-07 02:00:00+07:00,2454.26,2490.94,2454.26,2490.94
2025-06-07 06:00:00+07:00,2478.19,2528.94,2473.39,2510.37
2025-06-07 10:00:00+07:00,2509.54,2512.33,2486.91,2486.91
2025-06-07 14:00:00+07:00,2487.78,2501.85,2477.47,2483.3
2025-06-07 18:00:00+07:00,2475.13,2494.63,2467.27,2494.36
2025-06-07 22:00:00+07:00,2493.87,2498.16,2485.45,2491.07
2025-06-08 02:00:00+07:00,2491.47,2500.59,2486.17,2497.15
2025-06-08 06:00:00+07:00,2498.24,2523.51,2495.36,2523.51
2025-06-08 10:00:00+07:00,2524.37,2525.44,2513.55,2518.63
2025-06-08 14:00:00+07:00,2519.44,2538.91,2519.44,2525.13
2025-06-08 18:00:00+07:00,2525.62,2525.8,2509.74,2514.83
2025-06-08 22:00:00+07:00,2512.33,2516.44,2510.36,2513.88
2025-06-09 02:00:00+07:00,2513.43,2519.08,2497.93,2516.37
2025-06-09 06:00:00+07:00,2516.81,2520.3,2505.24,2515.72
2025-06-09 10:00:00+07:00,2515.48,2536.68,2515.42,2535.45
2025-06-09 14:00:00+07:00,2532.6,2536.27,2503.49,2505.2
2025-06-09 18:00:00+07:00,2508.81,2515.04,2485.08,2494.53
2025-06-09 22:00:00+07:00,2496.88,2497.82,2484.39,2491.36
2025-06-10 02:00:00+07:00,2491.69,2544.58,2489.11,2542.12
2025-06-10 06:00:00+07:00,2545.21,2546.59,2519.03,2539.26
2025-06-10 10:00:00+07:00,2538.43,2586.57,2538.22,2583.42
2025-06-10 14:00:00+07:00,2579.95,2688.44,2578.73,2688.44
2025-06-10 18:00:00+07:00,2681.14,2723.33,2679.18,2688.74
2025-06-10 22:00:00+07:00,2691.46,2698.95,2659.77,2673.59
2025-06-11 02:00:00+07:00,2680.18,2782.04,2674.89,2764.97
2025-06-11 06:00:00+07:00,2771.57,2776.03,2709.33,2727.07
2025-06-11 10:00:00+07:00,2733.49,2794.64,2732.99,2766.2
2025-06-11 14:00:00+07:00,2765.1,2821.82,2748.84,2810.87
2025-06-11 18:00:00+07:00,2814.38,2830.25,2776.45,2795.33
2025-06-11 22:00:00+07:00,2792.87,2801.7,2782.99,2797.53
2025-06-12 02:00:00+07:00,2794.84,2794.84,2757.84,2768.77
2025-06-12 06:00:00+07:00,2772.37,2875.67,2768.0,2865.35
2025-06-12 10:00:00+07:00,2861.73,2869.0,2805.83,2811.25
2025-06-12 14:00:00+07:00,2810.76,2830.3,2751.86,2776.56
2025-06-12 18:00:00+07:00,2777.03,2781.9,2748.28,2769.51
2025-06-12 22:00:00+07:00,2768.36,2774.13,2740.36,2748.9
2025-06-13 02:00:00+07:00,2746.44,2759.47,2728.59,2733.79
2025-06-13 06:00:00+07:00,2731.17,2769.96,2715.09,2726.66
2025-06-13 10:00:00+07:00,2720.3,2768.32,2699.51,2699.51
2025-06-13 14:00:00+07:00,2702.54,2702.54,2637.87,2654.08
2025-06-13 18:00:00+07:00,2649.49,2649.49,2457.95,2506.97
2025-06-13 22:00:00+07:00,2515.61,2535.88,2496.3,2529.27
2025-06-14 02:00:00+07:00,2528.31,2539.15,2510.51,2534.8
2025-06-14 06:00:00+07:00,2536.03,2558.15,2513.21,2554.34
2025-06-14 10:00:00+07:00,2551.3,2583.29,2514.18,2529.05
2025-06-14 14:00:00+07:00,2526.93,2581.49,2526.93,2577.1
2025-06-14 18:00:00+07:00,2579.33,2579.33,2551.52,2551.52
2025-06-14 22:00:00+07:00,2550.89,2555.92,2534.59,2540.38
2025-06-15 02:00:00+07:00,2538.96,2538.96,2524.41,2537.25
2025-06-15 06:00:00+07:00,2539.13,2542.98,2511.27,2517.05
2025-06-15 10:00:00+07:00,2516.69,2524.28,2492.44,2510.56
2025-06-15 14:00:00+07:00,2505.39,2538.04,2502.95,2533.9
2025-06-15 18:00:00+07:00,2533.17,2538.49,2527.25,2532.35
2025-06-15 22:00:00+07:00,2531.86,2551.41,2526.25,2529.66
2025-06-16 02:00:00+07:00,2531.59,2531.59,2510.65,2517.37
2025-06-16 06:00:00+07:00,2516.75,2550.66,2516.75,2544.59
2025-06-16 10:00:00+07:00,2543.63,2554.15,2533.24,2536.28
2025-06-16 14:00:00+07:00,2534.27,2549.34,2493.68,2547.56
2025-06-16 18:00:00+07:00,2547.1,2576.29,2523.31,2570.42
2025-06-16 22:00:00+07:00,2570.54,2630.6,2569.05,2624.75
2025-06-17 02:00:00+07:00,2626.31,2631.13,2598.0,2616.19
2025-06-17 06:00:00+07:00,2616.38,2652.47,2608.3,2645.6
2025-06-17 10:00:00+07:00,2637.29,2665.71,2632.22,2657.28
2025-06-17 14:00:00+07:00,2653.81,2674.6,2561.39,2561.39
2025-06-17 18:00:00+07:00,2553.45,2613.47,2533.67,2606.83
2025-06-17 22:00:00+07:00,2606.58,2607.87,2574.39,2583.85
2025-06-18 02:00:00+07:00,2584.88,2585.66,2544.45,2547.22
2025-06-18 06:00:00+07:00,2551.62,2562.94,2492.79,2497.29
2025-06-18 10:00:00+07:00,2498.1,2538.38,2455.83,2538.38
2025-06-18 14:00:00+07:00,2534.09,2534.09,2497.61,2515.12
2025-06-18 18:00:00+07:00,2513.71,2533.34,2508.87,2528.45
2025-06-18 22:00:00+07:00,2527.54,2543.18,2519.6,2531.19
2025-06-19 02:00:00+07:00,2532.78,2544.97,2493.94,2512.95
2025-06-19 06:00:00+07:00,2512.07,2535.76,2470.86,2516.84
2025-06-19 10:00:00+07:00,2514.67,2514.67,2471.95,2499.38
2025-06-19 14:00:00+07:00,2498.16,2536.18,2487.29,2522.09
2025-06-19 18:00:00+07:00,2523.76,2543.98,2510.33,2520.59
2025-06-19 22:00:00+07:00,2523.3,2529.73,2515.86,2521.3
2025-06-20 02:00:00+07:00,2520.57,2543.72,2520.57,2532.31
2025-06-20 06:00:00+07:00,2530.04,2534.84,2495.29,2495.29
2025-06-20 10:00:00+07:00,2493.93,2520.12,2486.74,2505.51
2025-06-20 14:00:00+07:00,2505.55,2529.11,2505.55,2521.71
2025-06-20 18:00:00+07:00,2521.74,2531.13,2513.89,2518.53
2025-06-20 22:00:00+07:00,2518.22,2547.42,2505.22,2547.42
2025-06-21 02:00:00+07:00,2547.8,2568.5,2543.9,2551.21
2025-06-21 06:00:00+07:00,2551.4,2557.51,2490.89,2498.13
2025-06-21 10:00:00+07:00,2492.53,2494.01,2391.74,2412.09
2025-06-21 14:00:00+07:00,2421.25,2432.58,2385.35,2405.88
2025-06-21 18:00:00+07:00,2406.86,2430.18,2398.83,2428.39
2025-06-21 22:00:00+07:00,2427.25,2428.01,2421.13,2427.11
2025-06-22 02:00:00+07:00,2430.17,2447.71,2426.02,2439.89
2025-06-22 06:00:00+07:00,2444.07,2445.47,2414.7,2417.9
2025-06-22 10:00:00+07:00,2426.7,2427.04,2385.69,2386.45
2025-06-22 14:00:00+07:00,2386.35,2406.43,2232.9,2274.86
2025-06-22 18:00:00+07:00,2283.93,2307.29,2257.02,2258.92
2025-06-22 22:00:00+07:00,2258.04,2293.17,2258.04,2270.86
2025-06-23 02:00:00+07:00,2271.21,2279.51,2243.45,2274.77
2025-06-23 06:00:00+07:00,2273.09,2284.47,2161.64,2182.91
2025-06-23 10:00:00+07:00,2171.99,2212.36,2171.99,2184.21
2025-06-23 14:00:00+07:00,2185.37,2234.38,2131.2,2228.04
2025-06-23 18:00:00+07:00,2225.71,2255.04,2223.56,2234.59
2025-06-23 22:00:00+07:00,2234.48,2265.68,2231.0,2258.37
2025-06-24 02:00:00+07:00,2258.55,2270.95,2243.48,2256.86
2025-06-24 06:00:00+07:00,2253.16,2307.66,2245.39,2251.46
2025-06-24 10:00:00+07:00,2251.34,2312.07,2194.63,2308.22
2025-06-24 14:00:00+07:00,2316.91,2426.69,2311.01,2424.7
2025-06-24 18:00:00+07:00,2414.43,2415.98,2393.51,2400.33
2025-06-24 22:00:00+07:00,2403.74,2429.74,2396.02,2404.54
2025-06-25 02:00:00+07:00,2401.24,2434.18,2384.53,2412.08
2025-06-25 06:00:00+07:00,2410.79,2441.45,2406.96,2437.33
2025-06-25 10:00:00+07:00,2437.67,2479.19,2424.33,2425.71
2025-06-25 14:00:00+07:00,2434.44,2448.23,2432.62,2445.67
2025-06-25 18:00:00+07:00,2446.66,2467.15,2440.64,2449.06
2025-06-25 22:00:00+07:00,2449.31,2449.31,2429.81,2446.2
2025-06-26 02:00:00+07:00,2446.07,2446.07,2412.63,2429.17
2025-06-26 06:00:00+07:00,2427.5,2441.87,2405.86,2413.76
2025-06-26 10:00:00+07:00,2406.88,2439.03,2406.01,2434.16
2025-06-26 14:00:00+07:00,2432.34,2445.18,2411.52,2416.19
2025-06-26 18:00:00+07:00,2420.29,2514.15,2420.29,2488.78
2025-06-26 22:00:00+07:00,2489.06,2496.8,2472.21,2495.86
2025-06-27 02:00:00+07:00,2493.97,2499.03,2443.04,2452.12
2025-06-27 06:00:00+07:00,2451.09,2454.56,2414.48,2433.2
2025-06-27 10:00:00+07:00,2433.44,2439.31,2422.08,2439.13
2025-06-27 14:00:00+07:00,2441.91,2454.23,2408.58,2413.87
